ticker,bench,events_total,events_pre_total,events_intra_total,events_post_total,blue_any_rate,blue_hard_rate,blue_soft_rate,ark_any_rate,ark_hard_rate,ark_soft_rate,print_any_rate,print_hard_rate,print_soft_rate,open_any_rate,open_hard_rate,open_soft_rate,global_any_rate,global_hard_rate,global_soft_rate,intra_any_rate,intra_hard_rate,intra_soft_rate,post_any_rate,post_hard_rate,post_soft_rate,corr,beta,sigma
CHIQ,IWM,28,12,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.0,0.0,0.0,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.0,0.0,0.0,,,,0.67,1.26,1.22
CHKP,IWM,57,21,36,0,0.0,0.0,0.0,0.09523809523809523,0.047619047619047616,0.047619047619047616,0.09523809523809523,0.09523809523809523,0.0,0.2857142857142857,0.23809523809523808,0.047619047619047616,0.3333333333333333,0.2857142857142857,0.047619047619047616,0.0,0.0,0.0,,,,0.52,0.28,1.25
CHOW,QQQ,36,23,13,0,0.0,0.0,0.0,0.5217391304347826,0.34782608695652173,0.17391304347826086,0.43478260869565216,0.17391304347826086,0.2608695652173913,0.6956521739130435,0.43478260869565216,0.2608695652173913,0.8695652173913043,0.5652173913043478,0.30434782608695654,0.0,0.0,0.0,,,,0.01,0.57,3.44
CHPY,QQQ,78,56,22,0,0.125,0.07142857142857142,0.05357142857142857,0.5,0.23214285714285715,0.26785714285714285,0.5178571428571429,0.07142857142857142,0.44642857142857145,0.6607142857142857,0.21428571428571427,0.44642857142857145,0.875,0.35714285714285715,0.5178571428571429,0.0,0.0,0.0,,,,0.92,1.45,1.11
CHRD,XLE,66,17,49,0,0.0,0.0,0.0,0.058823529411764705,0.058823529411764705,0.0,0.17647058823529413,0.11764705882352941,0.058823529411764705,0.47058823529411764,0.4117647058823529,0.058823529411764705,0.47058823529411764,0.4117647058823529,0.058823529411764705,0.0,0.0,0.0,,,,0.96,1.52,1.05
CHRW,IWM,30,8,22,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.125,0.125,0.0,0.125,0.0,0.0,0.0,,,,0.51,0.23,1.99
CHTR,IWM,71,34,37,0,0.029411764705882353,0.029411764705882353,0.0,0.20588235294117646,0.11764705882352941,0.08823529411764706,0.23529411764705882,0.14705882352941177,0.08823529411764706,0.4411764705882353,0.35294117647058826,0.08823529411764706,0.5,0.3235294117647059,0.17647058823529413,0.0,0.0,0.0,,,,0.39,0.35,1.21
CHWY,IWM,66,35,31,0,0.02857142857142857,0.02857142857142857,0.0,0.45714285714285713,0.34285714285714286,0.11428571428571428,0.22857142857142856,0.08571428571428572,0.14285714285714285,0.5142857142857142,0.45714285714285713,0.05714285714285714,0.5428571428571428,0.4,0.14285714285714285,0.0,0.0,0.0,,,,0.45,0.36,1.63
CHY,SPY,30,16,14,0,0.0,0.0,0.0,0.0625,0.0625,0.0,0.125,0.0,0.125,0.4375,0.1875,0.25,0.4375,0.1875,0.25,0.0,0.0,0.0,,,,0.73,0.49,0.41
CHYM,IWM,117,63,54,0,0.1111111111111111,0.047619047619047616,0.06349206349206349,0.7301587301587301,0.5714285714285714,0.15873015873015872,0.4126984126984127,0.09523809523809523,0.31746031746031744,0.5555555555555556,0.36507936507936506,0.19047619047619047,0.8571428571428571,0.6666666666666666,0.19047619047619047,0.0,0.0,0.0,,,,0.83,1.23,1.32
CI,IWM,56,19,37,0,0.0,0.0,0.0,0.05263157894736842,0.05263157894736842,0.0,0.10526315789473684,0.05263157894736842,0.05263157894736842,0.3157894736842105,0.2631578947368421,0.05263157894736842,0.42105263157894735,0.3157894736842105,0.10526315789473684,0.0,0.0,0.0,,,,-0.31,-0.12,1.5
CIB,QQQ,50,16,34,0,0.0,0.0,0.0,0.0625,0.0,0.0625,0.3125,0.0,0.3125,0.5,0.125,0.375,0.5625,0.0625,0.5,0.0,0.0,0.0,,,,0.82,0.63,0.64
CIBR,SPY,93,47,46,0,0.0851063829787234,0.0425531914893617,0.0425531914893617,0.3191489361702128,0.2765957446808511,0.0425531914893617,0.2765957446808511,0.1702127659574468,0.10638297872340426,0.574468085106383,0.44680851063829785,0.1276595744680851,0.6595744680851063,0.574468085106383,0.0851063829787234,0.0,0.0,0.0,,,,0.93,1.18,0.66
CIEN,SOXL,84,38,46,0,0.0,0.0,0.0,0.18421052631578946,0.15789473684210525,0.02631578947368421,0.02631578947368421,0.0,0.02631578947368421,0.15789473684210525,0.07894736842105263,0.07894736842105263,0.2631578947368421,0.21052631578947367,0.05263157894736842,0.0,0.0,0.0,,,,0.88,0.29,3.09
CII,SPY,40,12,28,0,0.0,0.0,0.0,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.25,0.0,0.25,0.4166666666666667,0.3333333333333333,0.08333333333333333,0.4166666666666667,0.25,0.16666666666666666,0.0,0.0,0.0,,,,0.93,0.96,0.38
CIM,XLF,59,18,41,0,0.0,0.0,0.0,0.05555555555555555,0.0,0.05555555555555555,0.3333333333333333,0.0,0.3333333333333333,0.5,0.3333333333333333,0.16666666666666666,0.5555555555555556,0.2222222222222222,0.3333333333333333,0.0,0.0,0.0,,,,0.7,0.59,0.74
CINF,XLF,48,9,39,0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.2222222222222222,0.1111111111111111,0.3333333333333333,0.2222222222222222,0.1111111111111111,0.5555555555555556,0.4444444444444444,0.1111111111111111,0.0,0.0,0.0,,,,0.67,0.65,0.42
CIVB,KRE,19,3,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,0.0,0.0,0.0,,,,0.81,0.71,0.61
CIVI,XLE,110,47,63,0,0.0,0.0,0.0,0.0851063829787234,0.0425531914893617,0.0425531914893617,0.1276595744680851,0.0425531914893617,0.0851063829787234,0.40425531914893614,0.2765957446808511,0.1276595744680851,0.46808510638297873,0.2765957446808511,0.19148936170212766,0.0,0.0,0.0,,,,0.95,2.33,1.43
CL,SPY,103,55,48,0,0.01818181818181818,0.01818181818181818,0.0,0.2545454545454545,0.2,0.05454545454545454,0.16363636363636364,0.03636363636363636,0.12727272727272726,0.4,0.2909090909090909,0.10909090909090909,0.4727272727272727,0.32727272727272727,0.14545454545454545,0.0,0.0,0.0,,,,-0.53,-0.25,0.44
CLB,XLE,47,9,38,0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.1111111111111111,0.2222222222222222,0.7777777777777778,0.6666666666666666,0.1111111111111111,0.8888888888888888,0.5555555555555556,0.3333333333333333,0.0,0.0,0.0,,,,0.93,1.52,2.44
CLBT,IWM,48,30,18,0,0.03333333333333333,0.03333333333333333,0.0,0.5,0.43333333333333335,0.06666666666666667,0.6666666666666666,0.4,0.26666666666666666,0.8,0.7333333333333333,0.06666666666666667,0.8333333333333334,0.6333333333333333,0.2,0.0,0.0,0.0,,,,0.84,0.71,2.39
CLDX,IWM,71,31,40,0,0.0,0.0,0.0,0.16129032258064516,0.0967741935483871,0.06451612903225806,0.3870967741935484,0.1935483870967742,0.1935483870967742,0.6451612903225806,0.3870967741935484,0.25806451612903225,0.7096774193548387,0.4838709677419355,0.22580645161290322,0.0,0.0,0.0,,,,0.71,0.91,1.65
CLH,IWM,24,5,19,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.2,0.0,0.0,0.0,0.0,,,,0.56,0.45,1.66
CLIP,QQQ,61,28,33,0,0.0,0.0,0.0,0.03571428571428571,0.0,0.03571428571428571,0.10714285714285714,0.03571428571428571,0.07142857142857142,0.14285714285714285,0.0,0.14285714285714285,0.2857142857142857,0.03571428571428571,0.25,0.0,0.0,0.0,,,,0.03,0.01,0.02
CLMB,IWM,11,4,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.0,,,,0.88,0.85,0.82
CLMT,XLE,53,10,43,0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,0.7,0.5,0.2,0.8,0.3,0.5,0.0,0.0,0.0,,,,0.82,1.15,1.32
CLOA,QQQ,48,15,33,0,0.0,0.0,0.0,0.06666666666666667,0.0,0.06666666666666667,0.06666666666666667,0.0,0.06666666666666667,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.2,0.06666666666666667,0.13333333333333333,0.0,0.0,0.0,,,,-0.12,0.0,0.07
CLOU,SPY,67,29,38,0,0.0,0.0,0.0,0.034482758620689655,0.0,0.034482758620689655,0.27586206896551724,0.20689655172413793,0.06896551724137931,0.3793103448275862,0.2413793103448276,0.13793103448275862,0.4827586206896552,0.3103448275862069,0.1724137931034483,0.0,0.0,0.0,,,,0.95,1.32,0.7
CLOZ,QQQ,72,36,36,0,0.0,0.0,0.0,0.05555555555555555,0.0,0.05555555555555555,0.08333333333333333,0.027777777777777776,0.05555555555555555,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.19444444444444445,0.05555555555555555,0.1388888888888889,0.0,0.0,0.0,,,,-0.2,-0.01,0.12
CLPT,IWM,66,40,26,0,0.025,0.025,0.0,0.525,0.4,0.125,0.65,0.375,0.275,0.725,0.575,0.15,0.875,0.675,0.2,0.0,0.0,0.0,,,,0.78,1.67,6.31
CLS,QQQ,121,65,56,0,0.38461538461538464,0.2923076923076923,0.09230769230769231,0.6307692307692307,0.5538461538461539,0.07692307692307693,0.26153846153846155,0.06153846153846154,0.2,0.4461538461538462,0.2153846153846154,0.23076923076923078,0.7538461538461538,0.5538461538461539,0.2,0.0,0.0,0.0,,,,0.9,2.96,3.34
CLSK,SPY,127,65,62,0,0.38461538461538464,0.2153846153846154,0.16923076923076924,0.5846153846153846,0.5076923076923077,0.07692307692307693,0.2153846153846154,0.046153846153846156,0.16923076923076924,0.47692307692307695,0.12307692307692308,0.35384615384615387,0.7538461538461538,0.5076923076923077,0.24615384615384617,0.0,0.0,0.0,,,,0.84,5.1,3.48
CLSX,IWM,58,33,25,0,0.06060606060606061,0.0,0.06060606060606061,0.21212121212121213,0.09090909090909091,0.12121212121212122,0.09090909090909091,0.030303030303030304,0.06060606060606061,0.3333333333333333,0.030303030303030304,0.30303030303030304,0.48484848484848486,0.15151515151515152,0.3333333333333333,0.0,0.0,0.0,,,,0.89,10.02,8.84
CLW,SPY,22,5,17,0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.0,0.2,0.2,0.2,0.0,0.4,0.2,0.2,0.0,0.0,0.0,,,,0.74,0.71,0.96
CLX,SPY,102,50,52,0,0.06,0.02,0.04,0.16,0.1,0.06,0.1,0.06,0.04,0.38,0.28,0.1,0.44,0.32,0.12,0.0,0.0,0.0,,,,-0.44,-0.34,0.45
CM,SPY,56,14,42,0,0.0,0.0,0.0,0.0,0.0,0.0,0.21428571428571427,0.14285714285714285,0.07142857142857142,0.2857142857142857,0.2857142857142857,0.0,0.2857142857142857,0.21428571428571427,0.07142857142857142,0.0,0.0,0.0,,,,0.75,0.36,0.49
CMA,XLF,50,12,38,0,0.0,0.0,0.0,0.08333333333333333,0.0,0.08333333333333333,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.5,0.3333333333333333,0.16666666666666666,0.6666666666666666,0.4166666666666667,0.25,0.0,0.0,0.0,,,,0.87,1.45,1.96
CMC,IWM,70,24,46,0,0.0,0.0,0.0,0.20833333333333334,0.08333333333333333,0.125,0.2916666666666667,0.08333333333333333,0.20833333333333334,0.5833333333333334,0.2916666666666667,0.2916666666666667,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,,,,0.89,1.24,1.0
CMCL,GDX,75,46,29,0,0.0,0.0,0.0,0.32608695652173914,0.15217391304347827,0.17391304347826086,0.30434782608695654,0.021739130434782608,0.2826086956521739,0.6739130434782609,0.34782608695652173,0.32608695652173914,0.782608695652174,0.2608695652173913,0.5217391304347826,0.0,0.0,0.0,,,,0.73,0.81,2.05
CMCO,IWM,42,9,33,0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,0.2222222222222222,0.4444444444444444,0.4444444444444444,0.1111111111111111,0.3333333333333333,0.6666666666666666,0.4444444444444444,0.2222222222222222,0.0,0.0,0.0,,,,0.93,1.27,2.14
CMCSA,IWM,89,47,42,0,0.0,0.0,0.0,0.23404255319148937,0.19148936170212766,0.0425531914893617,0.0851063829787234,0.0425531914893617,0.0425531914893617,0.3829787234042553,0.2553191489361702,0.1276595744680851,0.44680851063829785,0.3404255319148936,0.10638297872340426,0.0,0.0,0.0,,,,0.17,0.18,1.24
CME,XLF,78,26,52,0,0.0,0.0,0.0,0.07692307692307693,0.0,0.07692307692307693,0.15384615384615385,0.07692307692307693,0.07692307692307693,0.46153846153846156,0.34615384615384615,0.11538461538461539,0.5,0.3076923076923077,0.19230769230769232,0.0,0.0,0.0,,,,-0.16,-0.24,0.54
CMG,IWM,38,18,20,0,0.0,0.0,0.0,0.2222222222222222,0.2222222222222222,0.0,0.05555555555555555,0.05555555555555555,0.0,0.3888888888888889,0.2777777777777778,0.1111111111111111,0.4444444444444444,0.3888888888888889,0.05555555555555555,0.0,0.0,0.0,,,,0.76,0.47,2.68
CMI,IWM,60,22,38,0,0.045454545454545456,0.045454545454545456,0.0,0.2727272727272727,0.2727272727272727,0.0,0.5454545454545454,0.13636363636363635,0.4090909090909091,0.7272727272727273,0.5,0.22727272727272727,0.7727272727272727,0.45454545454545453,0.3181818181818182,0.0,0.0,0.0,,,,0.94,0.94,0.89
CMP,IWM,55,17,38,0,0.0,0.0,0.0,0.0,0.0,0.0,0.35294117647058826,0.0,0.35294117647058826,0.5294117647058824,0.23529411764705882,0.29411764705882354,0.5882352941176471,0.058823529411764705,0.5294117647058824,0.0,0.0,0.0,,,,0.77,1.0,0.99
CMPO,SPY,70,30,40,0,0.0,0.0,0.0,0.26666666666666666,0.13333333333333333,0.13333333333333333,0.43333333333333335,0.23333333333333334,0.2,0.5333333333333333,0.23333333333333334,0.3,0.6666666666666666,0.4,0.26666666666666666,0.0,0.0,0.0,,,,0.81,1.38,2.22
CMPR,IWM,25,7,18,0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.0,0.42857142857142855,0.2857142857142857,0.14285714285714285,0.42857142857142855,0.42857142857142855,0.0,0.0,0.0,0.0,,,,0.72,0.64,0.73
CMRE,SPY,53,21,32,0,0.0,0.0,0.0,0.19047619047619047,0.047619047619047616,0.14285714285714285,0.42857142857142855,0.14285714285714285,0.2857142857142857,0.47619047619047616,0.38095238095238093,0.09523809523809523,0.6190476190476191,0.3333333333333333,0.2857142857142857,0.0,0.0,0.0,,,,0.6,0.39,0.68
CMS,IWM,67,13,54,0,0.0,0.0,0.0,0.07692307692307693,0.0,0.07692307692307693,0.0,0.0,0.0,0.3076923076923077,0.15384615384615385,0.15384615384615385,0.38461538461538464,0.15384615384615385,0.23076923076923078,0.0,0.0,0.0,,,,0.04,0.16,0.44
CNC,SPY,43,16,27,0,0.0,0.0,0.0,0.1875,0.0625,0.125,0.0,0.0,0.0,0.125,0.0625,0.0625,0.25,0.0625,0.1875,0.0,0.0,0.0,,,,0.38,0.42,2.68
CNH,IWM,65,30,35,0,0.0,0.0,0.0,0.5666666666666667,0.43333333333333335,0.13333333333333333,0.26666666666666666,0.16666666666666666,0.1,0.6666666666666666,0.6,0.06666666666666667,0.8333333333333334,0.6666666666666666,0.16666666666666666,0.0,0.0,0.0,,,,0.83,0.83,1.57
CNI,SPY,71,28,43,0,0.03571428571428571,0.03571428571428571,0.0,0.07142857142857142,0.07142857142857142,0.0,0.21428571428571427,0.14285714285714285,0.07142857142857142,0.39285714285714285,0.32142857142857145,0.07142857142857142,0.39285714285714285,0.32142857142857145,0.07142857142857142,0.0,0.0,0.0,,,,0.67,0.36,0.61
CNK,IWM,58,15,43,0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.06666666666666667,0.0,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,,,,0.04,0.15,1.18
CNM,IWM,22,6,16,0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.3333333333333333,0.3333333333333333,0.0,0.5,0.5,0.0,0.0,0.0,0.0,,,,0.82,0.81,2.96
CNMD,IWM,36,5,31,0,0.0,0.0,0.0,0.2,0.2,0.0,0.4,0.0,0.4,0.6,0.2,0.4,0.6,0.2,0.4,0.0,0.0,0.0,,,,0.62,0.56,0.88
CNNE,XLF,39,2,37,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.0,,,,0.78,1.03,0.86
CNO,XLF,41,4,37,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.25,0.25,0.5,0.25,0.25,0.0,0.0,0.0,,,,0.77,0.85,0.59
CNOB,KRE,26,0,26,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.94,0.93,0.67
CNP,IWM,82,25,57,0,0.0,0.0,0.0,0.04,0.0,0.04,0.08,0.04,0.04,0.36,0.2,0.16,0.44,0.2,0.24,0.0,0.0,0.0,,,,-0.17,0.0,0.36
CNQ,XLE,94,42,52,0,0.0,0.0,0.0,0.21428571428571427,0.09523809523809523,0.11904761904761904,0.21428571428571427,0.07142857142857142,0.14285714285714285,0.5,0.42857142857142855,0.07142857142857142,0.6190476190476191,0.35714285714285715,0.2619047619047619,0.0,0.0,0.0,,,,0.94,1.3,0.71
CNR,SPY,69,32,37,0,0.09375,0.03125,0.0625,0.1875,0.125,0.0625,0.4375,0.15625,0.28125,0.625,0.40625,0.21875,0.71875,0.34375,0.375,0.0,0.0,0.0,,,,0.51,0.47,1.02
CNTA,SPY,54,18,36,0,0.0,0.0,0.0,0.05555555555555555,0.0,0.05555555555555555,0.2777777777777778,0.2222222222222222,0.05555555555555555,0.6666666666666666,0.4444444444444444,0.2222222222222222,0.7222222222222222,0.3888888888888889,0.3333333333333333,0.0,0.0,0.0,,,,0.72,1.32,3.22
CNX,XLE,65,13,52,0,0.0,0.0,0.0,0.15384615384615385,0.0,0.15384615384615385,0.15384615384615385,0.0,0.15384615384615385,0.6923076923076923,0.38461538461538464,0.3076923076923077,0.6923076923076923,0.23076923076923078,0.46153846153846156,0.0,0.0,0.0,,,,0.83,0.8,0.79
CNXC,IWM,39,11,28,0,0.0,0.0,0.0,0.36363636363636365,0.0,0.36363636363636365,0.45454545454545453,0.09090909090909091,0.36363636363636365,0.7272727272727273,0.45454545454545453,0.2727272727272727,0.8181818181818182,0.2727272727272727,0.5454545454545454,0.0,0.0,0.0,,,,0.69,0.75,2.79
CNXT,SPY,44,31,13,0,0.03225806451612903,0.0,0.03225806451612903,0.0967741935483871,0.03225806451612903,0.06451612903225806,0.06451612903225806,0.03225806451612903,0.03225806451612903,0.06451612903225806,0.03225806451612903,0.03225806451612903,0.12903225806451613,0.06451612903225806,0.06451612903225806,0.0,0.0,0.0,,,,0.63,2.49,2.27
CNYA,QQQ,50,35,15,0,0.0,0.0,0.0,0.05714285714285714,0.05714285714285714,0.0,0.11428571428571428,0.05714285714285714,0.05714285714285714,0.2,0.11428571428571428,0.08571428571428572,0.2,0.08571428571428572,0.11428571428571428,0.0,0.0,0.0,,,,0.7,1.16,1.14
COCO,IWM,48,18,30,0,0.05555555555555555,0.05555555555555555,0.0,0.1111111111111111,0.1111111111111111,0.0,0.05555555555555555,0.05555555555555555,0.0,0.2222222222222222,0.2222222222222222,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,,,,0.69,0.37,1.6
COEP,SPY,21,18,3,0,0.0,0.0,0.0,0.05555555555555555,0.05555555555555555,0.0,0.2222222222222222,0.05555555555555555,0.16666666666666666,0.6111111111111112,0.3888888888888889,0.2222222222222222,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,,,,0.33,0.52,2.11
COF,XLF,100,47,53,0,0.0,0.0,0.0,0.2978723404255319,0.2553191489361702,0.0425531914893617,0.2553191489361702,0.1276595744680851,0.1276595744680851,0.5531914893617021,0.40425531914893614,0.14893617021276595,0.6595744680851063,0.5531914893617021,0.10638297872340426,0.0,0.0,0.0,,,,0.92,1.43,0.85
COHR,QQQ,123,65,58,0,0.27692307692307694,0.2153846153846154,0.06153846153846154,0.6153846153846154,0.5230769230769231,0.09230769230769231,0.24615384615384617,0.06153846153846154,0.18461538461538463,0.4,0.27692307692307694,0.12307692307692308,0.7538461538461538,0.5692307692307692,0.18461538461538463,0.0,0.0,0.0,,,,0.91,2.97,3.8
COHU,SPY,59,19,40,0,0.0,0.0,0.0,0.10526315789473684,0.05263157894736842,0.05263157894736842,0.3684210526315789,0.0,0.3684210526315789,0.42105263157894735,0.15789473684210525,0.2631578947368421,0.5789473684210527,0.10526315789473684,0.47368421052631576,0.0,0.0,0.0,,,,0.92,3.18,2.64
COIA,QQQ,22,17,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.058823529411764705,0.23529411764705882,0.11764705882352941,0.11764705882352941,0.23529411764705882,0.11764705882352941,0.11764705882352941,0.0,0.0,0.0,,,,0.91,5.9,4.3
COIG,IWM,89,60,29,0,0.0,0.0,0.0,0.2,0.03333333333333333,0.16666666666666666,0.15,0.0,0.15,0.45,0.06666666666666667,0.38333333333333336,0.5333333333333333,0.06666666666666667,0.4666666666666667,0.0,0.0,0.0,,,,0.88,4.7,3.74
COII,IWM,45,33,12,0,0.0,0.0,0.0,0.15151515151515152,0.030303030303030304,0.12121212121212122,0.18181818181818182,0.0,0.18181818181818182,0.3939393939393939,0.09090909090909091,0.30303030303030304,0.42424242424242425,0.06060606060606061,0.36363636363636365,0.0,0.0,0.0,,,,0.83,2.08,2.06
COIN,BITO,102,61,41,0,0.2459016393442623,0.22950819672131148,0.01639344262295082,0.6065573770491803,0.5573770491803278,0.04918032786885246,0.14754098360655737,0.08196721311475409,0.06557377049180328,0.5573770491803278,0.4426229508196721,0.11475409836065574,0.7540983606557377,0.6229508196721312,0.13114754098360656,0.0,0.0,0.0,,,,0.87,0.83,1.82
COIW,IWM,105,62,43,0,0.0,0.0,0.0,0.25806451612903225,0.0967741935483871,0.16129032258064516,0.14516129032258066,0.04838709677419355,0.0967741935483871,0.4838709677419355,0.24193548387096775,0.24193548387096775,0.5483870967741935,0.22580645161290322,0.3225806451612903,0.0,0.0,0.0,,,,0.89,2.73,2.19
COKE,IWM,90,48,42,0,0.08333333333333333,0.0625,0.020833333333333332,0.10416666666666667,0.08333333333333333,0.020833333333333332,0.10416666666666667,0.08333333333333333,0.020833333333333332,0.3125,0.22916666666666666,0.08333333333333333,0.3333333333333333,0.22916666666666666,0.10416666666666667,0.0,0.0,0.0,,,,0.04,0.06,0.45
COLB,KRE,67,20,47,0,0.0,0.0,0.0,0.15,0.15,0.0,0.35,0.2,0.15,0.75,0.5,0.25,0.8,0.6,0.2,0.0,0.0,0.0,,,,0.94,1.04,0.75
COLD,IWM,98,51,47,0,0.0196078431372549,0.0,0.0196078431372549,0.3333333333333333,0.13725490196078433,0.19607843137254902,0.27450980392156865,0.09803921568627451,0.17647058823529413,0.5490196078431373,0.35294117647058826,0.19607843137254902,0.6862745098039216,0.35294117647058826,0.3333333333333333,0.0,0.0,0.0,,,,0.61,0.72,0.94
COLL,IWM,25,4,21,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.25,0.25,0.0,0.0,0.0,0.0,,,,0.33,0.07,1.52
COLM,IWM,42,7,35,0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.42857142857142855,0.42857142857142855,0.0,0.5714285714285714,0.42857142857142855,0.14285714285714285,0.0,0.0,0.0,,,,0.65,0.61,1.06
COMM,SPY,122,65,57,0,0.015384615384615385,0.0,0.015384615384615385,0.6,0.23076923076923078,0.36923076923076925,0.3384615384615385,0.015384615384615385,0.3230769230769231,0.7076923076923077,0.26153846153846155,0.4461538461538462,0.8461538461538461,0.3230769230769231,0.5230769230769231,0.0,0.0,0.0,,,,0.92,3.07,1.49
COMT,IWM,40,17,23,0,0.0,0.0,0.0,0.058823529411764705,0.0,0.058823529411764705,0.23529411764705882,0.0,0.23529411764705882,0.17647058823529413,0.11764705882352941,0.058823529411764705,0.35294117647058826,0.058823529411764705,0.29411764705882354,0.0,0.0,0.0,,,,0.47,0.32,0.56
CON,IWM,46,10,36,0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.1,0.3,0.2,0.1,0.3,0.2,0.1,0.0,0.0,0.0,,,,0.47,0.38,0.95
CONL,IWM,129,65,64,0,0.35384615384615387,0.2923076923076923,0.06153846153846154,0.6153846153846154,0.46153846153846156,0.15384615384615385,0.15384615384615385,0.03076923076923077,0.12307692307692308,0.47692307692307695,0.07692307692307693,0.4,0.7384615384615385,0.5076923076923077,0.23076923076923078,0.0,0.0,0.0,,,,0.88,4.6,3.72
COO,IWM,39,16,23,0,0.0,0.0,0.0,0.0625,0.0625,0.0,0.375,0.3125,0.0625,0.6875,0.375,0.3125,0.6875,0.4375,0.25,0.0,0.0,0.0,,,,0.6,0.67,2.23
COP,XLE,106,50,56,0,0.0,0.0,0.0,0.28,0.16,0.12,0.2,0.08,0.12,0.54,0.32,0.22,0.66,0.42,0.24,0.0,0.0,0.0,,,,0.97,1.49,0.8
COPJ,IWM,20,11,9,0,0.0,0.0,0.0,0.09090909090909091,0.0,0.09090909090909091,0.36363636363636365,0.18181818181818182,0.18181818181818182,0.36363636363636365,0.36363636363636365,0.0,0.6363636363636364,0.45454545454545453,0.18181818181818182,0.0,0.0,0.0,,,,0.53,1.2,1.72
COPP,IWM,23,15,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.4,0.2,0.6,0.4666666666666667,0.13333333333333333,0.7333333333333333,0.4666666666666667,0.26666666666666666,0.0,0.0,0.0,,,,0.76,1.03,1.22
COPX,QQQ,118,60,58,0,0.18333333333333332,0.11666666666666667,0.06666666666666667,0.3,0.21666666666666667,0.08333333333333333,0.15,0.03333333333333333,0.11666666666666667,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.43333333333333335,0.25,0.18333333333333332,0.0,0.0,0.0,,,,0.75,1.57,1.44
COPY,QQQ,49,28,21,0,0.0,0.0,0.0,0.10714285714285714,0.0,0.10714285714285714,0.25,0.10714285714285714,0.14285714285714285,0.35714285714285715,0.14285714285714285,0.21428571428571427,0.5,0.14285714285714285,0.35714285714285715,0.0,0.0,0.0,,,,0.84,0.41,0.36
COR,IWM,71,19,52,0,0.0,0.0,0.0,0.05263157894736842,0.05263157894736842,0.0,0.05263157894736842,0.05263157894736842,0.0,0.42105263157894735,0.2631578947368421,0.15789473684210525,0.42105263157894735,0.2631578947368421,0.15789473684210525,0.0,0.0,0.0,,,,-0.31,-0.13,0.69
CORD,IWM,25,17,8,0,0.0,0.0,0.0,0.29411764705882354,0.0,0.29411764705882354,0.17647058823529413,0.058823529411764705,0.11764705882352941,0.29411764705882354,0.058823529411764705,0.23529411764705882,0.47058823529411764,0.11764705882352941,0.35294117647058826,0.0,0.0,0.0,,,,-0.85,-7.21,6.95
